chunk_id,sum_nats,n_bytes
span_00585,446.691162,800
span_00586,502.907898,800
span_00587,553.879272,800
span_00588,493.641479,800
span_00589,408.788635,800
span_00590,447.160156,800
span_00591,441.123413,800
span_00592,475.590088,800
span_00593,513.764771,800
span_00594,444.324707,800
span_00595,473.619720,800
span_00596,459.459839,800
span_00597,441.524445,801
span_00598,477.673035,800
span_00599,455.255310,800
span_00600,443.307648,800
span_00601,467.103149,800
span_00602,480.767639,800
span_00603,521.752808,800
span_00604,595.877991,800
span_00605,712.605103,800
span_00606,682.036133,800
span_00607,610.455444,800
span_00608,753.817261,800
span_00609,460.220764,800
span_00610,523.864136,800
span_00611,572.822876,800
span_00612,465.007172,800
span_00613,487.063782,800
span_00614,707.992004,800
span_00615,516.889404,800
span_00616,548.989197,800
span_00617,566.634521,800
span_00618,528.876343,800
span_00619,706.530029,800
span_00620,550.533325,800
span_00621,605.869812,800
span_00622,575.014648,800
span_00623,521.871399,800
span_00624,524.819397,800
span_00625,569.735718,800
span_00626,576.261108,800
span_00627,513.592957,800
span_00628,565.320312,800
span_00629,627.341797,800
span_00630,529.071838,800
span_00631,518.510620,800
span_00632,567.274475,800
span_00633,559.398315,800
span_00634,498.721069,800
span_00635,358.860291,800
span_00636,434.718964,800
span_00637,416.988159,800
span_00638,432.554443,800
span_00639,491.780457,800
span_00640,501.466583,800
span_00641,421.444946,800
span_00642,515.824463,800
span_00643,349.398254,800
span_00644,432.129791,800
span_00645,440.340240,800
span_00646,417.505127,800
span_00647,412.037628,800
span_00648,493.054718,800
span_00649,401.861877,800
span_00650,434.785980,800
span_00651,456.755920,800
span_00652,461.794434,800
span_00653,480.259674,800
span_00654,490.621826,800
span_00655,550.172852,800
span_00656,450.396454,800
span_00657,522.997803,800
span_00658,633.345886,800
span_00659,666.646973,800
span_00660,504.958313,800
span_00661,613.610962,800
span_00662,562.057251,800
span_00663,527.088562,800
span_00664,562.963928,800
span_00665,529.435608,800
span_00666,585.566406,800
span_00667,550.789185,800
span_00668,539.812378,800
span_00669,496.146729,800
span_00670,519.604980,800
span_00671,547.970642,800
span_00672,522.307983,800
span_00673,566.354614,800
span_00674,318.504639,800
span_00675,508.766296,800
span_00676,569.834839,800
span_00677,473.630829,800
span_00678,594.567139,800
span_00679,677.989746,800
span_00680,567.228271,800
span_00681,508.712646,800
span_00682,662.367188,800
span_00683,684.770874,800
span_00684,831.833679,800
span_00685,667.743225,800
span_00686,647.655945,800
span_00687,671.189453,800
span_00688,603.648193,800
span_00689,687.141296,800
span_00690,744.153076,800
span_00691,746.538025,800
span_00692,621.222900,800
span_00693,732.166260,800
span_00694,528.749268,800
span_00695,459.681244,800
span_00696,499.764465,800
span_00697,535.409180,800
span_00698,534.942383,800
span_00699,443.384674,800
span_00700,519.602295,800
span_00701,595.228638,800
span_00702,442.635559,800
span_00703,588.865356,800
span_00704,574.330688,800
span_00705,603.170898,800
span_00706,505.823914,800
span_00707,639.066956,800
span_00708,509.862366,800
span_00709,559.359619,800
span_00710,565.634766,800
span_00711,561.903381,800
span_00712,484.291016,800
span_00713,514.180725,800
span_00714,593.298950,800
span_00715,520.792114,800
span_00716,495.739136,800
span_00717,566.226135,800
span_00718,476.271729,800
span_00719,534.630737,800
span_00720,526.421448,800
span_00721,576.587830,800
span_00722,558.303101,800
span_00723,657.582703,800
span_00724,590.278931,800
span_00725,540.451904,800
span_00726,606.206299,800
span_00727,639.156372,800
span_00728,613.907104,800
span_00729,484.369507,800
span_00730,629.798828,800
span_00731,448.720459,800
span_00732,589.601807,800
span_00733,620.641846,800
span_00734,485.755493,800
span_00735,566.154175,800
span_00736,600.822510,800
span_00737,529.390137,800
span_00738,572.072876,800
span_00739,665.662964,800
span_00740,606.241943,800
span_00741,611.414001,800
span_00742,561.033569,800
span_00743,591.518799,800
span_00744,713.683044,800
span_00745,638.200562,800
span_00746,644.976196,800
span_00747,523.428955,800
span_00748,519.179565,800
span_00749,540.857727,800
span_00750,585.314453,800
span_00751,527.009644,800
span_00752,553.708984,800
span_00753,772.163086,800
span_00754,566.520569,800
span_00755,497.210938,800
span_00756,510.481750,800
span_00757,426.028412,800
span_00758,476.848755,800
