chunk_id,sum_nats,n_bytes
span_00389,516.335938,800
span_00390,573.448425,800
span_00391,498.696350,800
span_00392,609.344727,800
span_00393,715.070068,800
span_00394,720.774536,800
span_00395,762.992432,800
span_00396,722.181213,800
span_00397,880.968567,800
span_00398,767.207397,800
span_00399,778.005676,800
span_00400,712.290771,800
span_00401,705.479553,800
span_00402,652.991089,800
span_00403,464.245636,800
span_00404,433.646423,800
span_00405,516.599365,800
span_00406,481.527527,800
span_00407,497.449982,800
span_00408,513.122253,800
span_00409,460.480896,800
span_00410,500.359253,800
span_00411,414.856812,800
span_00412,489.978302,800
span_00413,604.212524,800
span_00414,576.409607,800
span_00415,483.649353,800
span_00416,472.154663,800
span_00417,515.161377,800
span_00418,541.318726,800
span_00419,546.387512,800
span_00420,758.532959,800
span_00421,813.024475,800
span_00422,891.243530,800
span_00423,874.019836,800
span_00424,965.552124,800
span_00425,859.404907,800
span_00426,751.026123,800
span_00427,600.497314,800
span_00428,591.682129,800
span_00429,579.846069,800
span_00430,571.482422,800
span_00431,760.759155,800
span_00432,690.112305,800
span_00433,873.572571,800
span_00434,690.707886,800
span_00435,723.289673,800
span_00436,646.857666,800
span_00437,607.928223,800
span_00438,555.220459,800
span_00439,532.858398,800
span_00440,558.739746,800
span_00441,504.274597,800
span_00442,576.964478,800
span_00443,578.606201,800
span_00444,521.609497,800
span_00445,556.747070,800
span_00446,551.263000,800
span_00447,520.262390,800
span_00448,546.334351,800
span_00449,557.243469,800
span_00450,571.355469,800
span_00451,615.257446,800
span_00452,604.942017,800
span_00453,534.225830,800
span_00454,568.407715,800
span_00455,479.564026,800
span_00456,550.311646,800
span_00457,574.942261,800
span_00458,542.316406,800
span_00459,541.436646,800
span_00460,521.747742,800
span_00461,615.068359,800
span_00462,520.267822,800
span_00463,636.340149,800
span_00464,587.641846,800
span_00465,447.909912,800
span_00466,429.353638,800
span_00467,462.771301,800
span_00468,455.043335,800
span_00469,349.681183,800
span_00470,469.545685,800
span_00471,495.516541,800
span_00472,512.650146,800
span_00473,462.067200,800
span_00474,458.736603,800
span_00475,494.805237,800
span_00476,482.484924,800
span_00477,545.667419,800
span_00478,656.627869,800
span_00479,473.689056,800
span_00480,541.055542,800
span_00481,443.411377,800
span_00482,465.205170,800
span_00483,482.733765,800
span_00484,429.069519,800
span_00485,429.054993,800
span_00486,458.917603,800
span_00487,428.092163,800
span_00488,453.911865,800
span_00489,450.052856,800
span_00490,422.494995,800
span_00491,489.006439,800
span_00492,475.206116,800
span_00493,474.234192,800
span_00494,448.359863,800
span_00495,419.906372,800
span_00496,432.929626,800
span_00497,449.704926,800
span_00498,480.481384,800
span_00499,450.848358,801
span_00500,395.476379,800
span_00501,389.931061,800
span_00502,468.448883,800
span_00503,466.055115,800
span_00504,443.025635,800
span_00505,440.475250,800
span_00506,417.430328,800
span_00507,454.337830,800
span_00508,470.062683,800
span_00509,499.301514,800
span_00510,408.834534,800
span_00511,641.861511,800
span_00512,638.237610,800
span_00513,537.539062,800
span_00514,560.206604,800
span_00515,607.250244,800
